020946,EL05540351501,いわき４,福島県,いわき市,いわき市立田人第二小学校南大平分校
020947,EL05440537002,常北,茨城県,城里町,城里町立石塚小学校
020948,EL05540504201,那須２,栃木県,那須町,那須町共同利用模範牧場
020949,EL05539244002,栗山,栃木県,日光市,日光市立川俣中学校
020950,EL05439664001,鹿沼,栃木県,鹿沼市,北押原コミュニティセンター
020951,EL05439574202,上三川,栃木県,上三川町,上三川町立北小学校
020952,EL05539200401,水上２,群馬県,みなかみ町,みなかみ町立藤原中学校
020954,EL05438760702,中之条,群馬県,中之条町,群馬県立中之条高等学校
020955,EL05439407101,群馬,群馬県,高崎市,高崎市立国府小学校
020956,EL05439322002,境,群馬県,境町,境町立南中学校
020957,EL05438254601,南牧,群馬県,南牧村,高原運動公園
020958,EL05338771403,埼玉大滝,埼玉県,秩父市,三峰山駐車場（第二駐車場）
020959,EL05239577702,鴨川２,千葉県,鴨川市,旧鴨川市立大山小学校（平成21年3月31日廃校）
020960,EL05339026902,平塚,神奈川県,平塚市,平塚市立大神公民館
020961,EL05639204802,新潟下田,新潟県,三条市,三条市立森町小学校
020962,EL05538655002,高柳,新潟県,柏崎市,じょんのび村
020963,EL05539518902,湯之谷,新潟県,魚沼市,奥只見浄化センター
020964,EL05538532601,安塚,新潟県,上越市,上越市安塚Ｂ＆Ｇ海洋センター(和田スポーツ公園)
020965,EL05540123302,大子,茨城県,大子町,大子町立依上小学校
020966,EL05537300202,氷見,富山県,氷見市,氷見市立灘浦中学校
020967,EL05537243402,宇奈月,富山県,黒部市,中ノ口緑地運動公園
020968,EL05537110201,新湊,富山県,射水市,射水市立東明小学校
020969,EL05436761403,福光,富山県,南砺市,南砺市立福光西部小学校
020970,EL05437516901,細入,富山県,富山市,細入村大沢野町学校組合立猪谷小学校跡地（現：富山市）
020971,EL05637101202,輪島２,石川県,輪島市,輪島市立南志見小学校
020972,EL05536677201,穴水,石川県,穴水町,穴水町立真名井幼稚園
020973,EL05436644301,松任,石川県,白山市,白山市立北星体育館
020974,EL05436227802,山中,石川県,加賀市,加賀市立菅谷小学校
020975,EL05436103302,福井,福井県,福井市,福井市立長橋小学校
020976,EL05336658202,和泉,福井県,大野市,大野市立和泉小中学校
020977,EL05336626702,福井池田,福井県,池田町,池田町Ｂ＆Ｇ海洋センター
020978,EL05335168002,福井小浜,福井県,小浜市,小浜市立今富小学校
020979,EL05338638502,山梨高根,山梨県,北杜市,北杜市立高根清里小学校(外来者用駐車場)
020980,EL05338570501,小菅,山梨県,小菅村,多摩源流小菅の湯(駐車場内工場裏手西奥)
020981,EL05338146802,上九一色,山梨県,富士河口湖町,富士河口湖町立上九一色中学校
020982,EL05538242901,長野栄,長野県,栄村,栄村立秋山小学校
020983,EL05538004702,戸隠,長野県,長野市,戸隠運動場横旧村有地
020984,EL05438602901,更埴,長野県,千曲市,千曲市立埴生中学校
020985,EL05438321901,望月,長野県,佐久市,佐久市望月総合体育館
020986,EL05337763201,木祖,長野県,木祖村,こもれび公園
020987,EL05338605702,高遠,長野県,伊那市,高遠町立高遠北小学校
020988,EL05337537602,王滝,長野県,王滝村,王滝村釣りキチ渓谷（駐車場）
020989,EL05337349902,大桑,長野県,大桑村,木曽ふれあいの郷フォレスパ木曽
020990,EL05437106601,清見,岐阜県,高山市,飛騨プラネタリウム
020991,EL05336466202,板取,岐阜県,関市,２１世紀の森
020992,EL05337222402,恵那,岐阜県,恵那市,恵那市立中野方小学校
020993,EL05336147303,揖斐川,岐阜県,揖斐川町,揖斐川町立小島小学校
020994,EL05237726002,土岐,岐阜県,土岐市,土岐市立曽木公民館
020995,EL05237542602,設楽,愛知県,設楽町,設楽町立田口小学校
020996,EL05237310201,岡崎,愛知県,岡崎市,岡崎市立岡崎小学校
020997,EL05237124703,豊橋２,愛知県,豊橋市,豊橋市立前芝中学校
020998,EL05236078501,南知多,愛知県,南知多町,深田池管理用地
020999,EL05136530702,大台,三重県,大台町,大台町中央公民館
021000,EL05035675403,紀和,三重県,熊野市,熊野市立入鹿小学校
021001,EL05335100702,福知山２,京都府,福知山市,福知山市北陵総合センター
021002,EL05335020701,綾部,京都府,綾部市,綾部市東部グラウンド
021003,EL05235558003,京北,京都府,京都市,右京区役所京北出張所　第二駐車場
021004,EL05135319706,阪南,大阪府,阪南市,阪南市立桃の木台小学校
021006,EL05234131003,赤穂,兵庫県,赤穂市,赤穂市立塩屋小学校
021007,EL05236005302,月ヶ瀬,奈良県,月ヶ瀬,月ヶ瀬村花ふるさとスポーツ公園
021008,EL05136519302,御杖,奈良県,御杖村,御杖村立御杖中学校
021009,EL05136305001,奈良川上,奈良県,川上村,川上武道場
021010,EL05135269803,天川,奈良県,天川村,天川村役場
021011,EL05035742401,龍神,和歌山県,田辺市,田辺市立龍神中学校
021012,EL05035470001,那智勝浦２,和歌山県,那智勝浦町,那智高原公園
021013,EL05035349201,日置川,和歌山県,白浜町,川添山村活性化支援センター
021014,EL05334213503,鳥取,鳥取県,鳥取市,鳥取市立賀露小学校
021015,EL05333230901,名和,鳥取県,大山町,大山町立名和中学校
021016,EL05333169902,羽合,鳥取県,湯梨浜町,湯梨浜町立羽合西小学校
021017,EL05334010201,佐治,鳥取県,鳥取市,鳥取市立佐治中学校
021018,EL05332179301,松江２,島根県,松江市,松江市立大野小学校
021019,EL05233717502,広瀬,島根県,安来市,宇波小学校
021020,EL05232777203,木次,島根県,雲南市,雲南市立斐伊小学校
021021,EL05232657301,佐田,島根県,出雲市,出雲市立窪田小学校
021022,EL05232433002,温泉津,島根県,大田市,大田市立井田小学校
021023,EL05232252401,羽須美,島根県,邑南町,羽須美村運動広場
021024,EL05232103802,弥栄,島根県,浜田市,浜田市営運動公園ゲートボール場
021025,EL05131764402,益田,島根県,益田市,益田市立西益田小学校
021026,EL05233753401,八束,岡山県,真庭市,真庭市中学校組合立蒜山中学校
021027,EL05233572301,鏡野,岡山県,鏡野町,鏡野町民グラウンド(サブグラウンド)
021028,EL05233068402,岡山１,岡山県,岡山市,岡山市立大井小学校
021029,EL05133770701,岡山２,岡山県,岡山市,岡山市立甲浦小学校
021030,EL05232474202,広島高野,広島県,庄原市,庄原市立高野中学校
021031,EL05132776203,世羅西,広島県,世羅町,世羅町立世羅西中学校
021032,EL05133723702,広島福山２,広島県,福山市,福山市立広瀬中学校
021033,EL05133611102,御調,広島県,尾道市,尾道市立御調中学校
021035,EL05132252501,蒲刈,広島県,呉市,呉市立蒲刈中学校
021036,EL05132048201,倉橋,広島県,呉市,鹿島社会教育施設（倉橋町立鹿島小学校跡地）
021037,EL05131253802,徳地,山口県,山口市,山口市立串小学校
021038,EL05132100402,周東,山口県,岩国市,岩国市立高森小学校
021039,EL05131002902,山陽,山口県,山陽小野田市,山陽町立津布田小学校
021040,EL05032601901,上関,山口県,上関町,上関町民グランド
021041,EL05034739601,佐那河内,徳島県,佐那河内村,佐那河内村立佐那河内中学校
021042,EL05034712601,木屋平,徳島県,美馬市,美馬市立木屋平中学校
021044,EL05134517402,土庄,香川県,土庄町,高見山公園
021045,EL05133379101,坂出,香川県,坂出市,坂出市立白峰中学校
021046,EL05033726802,新居浜,愛媛県,新居浜市,新居浜市立多喜浜小学校
021047,EL05033606302,丹原,愛媛県,西条市,西条市丹原文化会館
021048,EL05032367302,広田,愛媛県,砥部町,神の森公園
021049,EL04932756903,広見,愛媛県,鬼北町,鬼北町立三島小学校
021050,EL04932551002,津島,愛媛県,宇和島市,宇和島市立御槙小学校
021051,EL05033345201,土佐山,高知県,高知市,土佐山運動広場
021052,EL05033312202,池川,高知県,仁淀川町,仁淀川町池川自然学園
021053,EL05034109701,高知北川,高知県,北川村,北川村立小島小学校跡地
021054,EL05033009701,東津野,高知県,津野町,津野町立船戸小学校
021055,EL05034017601,室戸２,高知県,室戸市,室戸市佐喜浜出張所
021056,EL04932673702,大正,高知県,四万十町,四万十町立田野々小学校
021058,EL04932365602,中村,高知県,四万十市,四万十市立中筋小学校
021059,EL04932048401,宿毛,高知県,宿毛市,宿毛市立沖の島小中学校
021060,EL05030751701,北九州１,福岡県,北九州市,北九州市立花房小学校安屋分校
021061,EL05030674701,北九州２,福岡県,北九州市,北九州市立松ケ江南小学校
021062,EL05030421301,福岡,福岡県,福岡市,勝馬公園
021063,EL05030259402,桂川,福岡県,桂川町,桂川町立桂川小学校
021064,EL05030277901,築城,福岡県,築上町,築上町立寒田小学校
021065,EL05030200602,二丈,福岡県,二丈町,二丈町立福吉小学校
021066,EL04930705701,多久,佐賀県,多久市,多久市立緑が丘小学校
021067,EL04929468902,川棚,長崎県,川棚町,川棚町立川棚小学校
021068,EL04929172602,長崎２,長崎県,長崎市,長崎市立橘小学校
021069,EL04930447902,三加和,熊本県,和水町,和水町立三加和中学校
021070,EL04930369902,菊池,熊本県,菊池市,菊池市立水源小学校
021071,EL04930055901,城南,熊本県,城南町,城南町Ｂ＆Ｇ海洋センター
021073,EL04830467601,五木,熊本県,五木村,ゲートボール場
021074,EL04830414401,新和,熊本県,天草市,天草市立新和中学校
021075,EL04830451201,球磨,熊本県,球磨村,球磨村公民館川島分館
021076,EL04830375802,熊本水上,熊本県,水上村,水上村立岩野小学校
021077,EL05031241102,豊後高田,大分県,豊後高田市,豊後高田市立田染小学校
021078,EL05031026302,院内,大分県,宇佐市,宇佐市立南部小学校
021079,EL04931551902,臼杵,大分県,臼杵市,臼杵市立南中学校
021080,EL04932302302,米水津,大分県,佐伯市,佐伯市立向陽小学校間越分校
021081,EL04931237501,緒方,大分県,豊後大野市,豊後大野市立長谷川集会所
021082,EL04931252001,宇目,大分県,佐伯市,ふれあいセンター宇目
021083,EL04831623901,諸塚,宮崎県,諸塚村,池の窪グリーンパーク
021084,EL04831347602,東郷,宮崎県,日向市,市営住宅寺迫団地
021085,EL04831123702,西都,宮崎県,西都市,西都市立三納中学校
021086,EL04831020002,綾,宮崎県,綾町,綾町立綾中学校
021087,EL04730675801,都城２,宮崎県,都城市,宮崎県御池少年自然の家
021088,EL04731534701,宮崎,宮崎県,宮崎市,宮崎市立青島中学校
021089,EL04730459801,隼人,鹿児島県,霧島市,霧島市隼人体育館
021090,EL04730277901,大隅,鹿児島県,曽於市,旧曽於市立月野中学校
021091,EL04730124702,金峰,鹿児島県,南さつま市,南さつま市立金峰中学校
021092,EL04730045302,喜入,鹿児島県,鹿児島市,喜入総合運動場
021093,EL04630669901,大根占,鹿児島県,錦江町,錦江町立池田中学校
021094,EL03927476902,与那城,沖縄県,うるま市,うるま市立伊計小中学校
021095,EL03927367001,北谷,沖縄県,北谷町,北谷町立桑江中学校
021096,EL03927253403,那覇,沖縄県,那覇市,ひよどり公園
021098,EL03653374801,南鳥島,東京都,小笠原村,気象庁測候所
021099,EL05437143402,乗鞍岳,岐阜県,高山市,東京大学宇宙線研究所　乗鞍観測所
021100,EL05338053801,富士山,静岡県,富士宮市,富士山測候所
021101,EL05236542005,大安Ａ,三重県,いなべ市,いなべ市立石榑小学校
031102,EL05238718402,静岡畑薙Ａ,静岡県,静岡市,畑薙第一ダム
031103,EL05237336301,作手,愛知県,新城市,新城市立巴小学校
031104,EL05136675802,鳥羽２,三重県,鳥羽市,鳥羽市立神島中学校
031105,EL05136464402,磯部,三重県,志摩市,志摩市立磯部小学校
031106,EL05136335101,紀勢,三重県,大紀町,紀勢町児童館
031107,EL05036711102,三重熊野２,三重県,熊野市,熊野市立新鹿小学校
031108,EL05135158902,大塔,奈良県,五條市,大塔運動場
031109,EL05135120302,金屋,和歌山県,有田川町,有田川町立五西月小学校
031110,EL05035632102,南部川,和歌山県,みなべ町,みなべ町立清川中学校
031111,EL05035565902,熊野川,和歌山県,新宮市,新宮市立熊野川中学校
031112,EL05035337202,白浜,和歌山県,白浜町,白浜町立富田小学校
031113,EL05035262603,古座,和歌山県,串本町,古座町大型共同作業場
031114,EL05034741001,徳島勝浦,徳島県,勝浦町,勝浦町立勝浦中学校
031116,EL05034538802,相生,徳島県,那賀町,那賀町立相生小学校
031117,EL05032241501,大洲,愛媛県,大洲市,大洲市立冨士山公園（とみすやま）
031118,EL04932624802,宇和島２,愛媛県,宇和島市,宇和島市立戸島小学校
031119,EL05033235401,伊野,高知県,いの町,いの町立伊野中学校
031120,EL05033255502,吉川,高知県,香南市,ミニさくら公園
031121,EL05034004402,室戸３,高知県,室戸市,潮害防備保安林
031122,EL04934711401,室戸４,高知県,室戸市,県道室戸公園線山頂駐車場
031123,EL04932777702,檮原２,高知県,檮原町,檮原町高齢者コミュニティーセンター
031124,EL04932467501,中村２,高知県,四万十市,旧中村市立勝間小学校跡
031125,EL04932274801,土佐清水２,高知県,土佐清水市,土佐清水市立布小学校（H21.4.1休校）
031126,EL04932161401,土佐清水３,高知県,土佐清水市,土佐清水市立貝ノ川小学校
031127,EL05337563502,木曽駒ヶ岳,長野県,駒ヶ根市,国有林１１０林班ロ小班
031128,EL05336058803,岐阜Ａ,岐阜県,岐阜市,岐阜県立岐南工業高校
041129,EL05136732403,嬉野,三重県,松阪市,旧中郷小学校
041130,EL05035449702,和歌山大塔,和歌山県,田辺市,富里若者広場
041131,EL05033476501,物部,高知県,香美市,旧岡ノ内小・中学校
041132,EL05033205301,久万高原,愛媛県,久万高原町,旧中津小学校跡地
041133,EL04932434901,愛南,愛媛県,愛南町,愛南町立内海中学校
041134,EL05032076301,檮原Ａ,高知県,檮原町,檮原町立檮原中学校
041135,EL05333158503,東伯Ａ,鳥取県,琴浦町,琴浦町立浦安幼稚園
041136,EL05237054003,雄踏Ａ,静岡県,浜松市,浜松市立雄踏保育園
041137,EL04931439004,直入Ａ,大分県,竹田市,竹田市直入総合支所
041138,EL05437649702,立山Ａ,富山県,立山町,ホテル立山
041139,EL05136344304,南島Ａ,三重県,南伊勢町,なかよし保育園
051140,EL03036501602,沖ノ鳥島,東京都,小笠原村,東小島
051141,EL04932572602,四万十,高知県,四万十市,四万十市立大用中学校
051142,EL04932351402,宿毛２,高知県,宿毛市,宿毛市立咸陽小学校
051143,EL05236321303,土山Ａ,滋賀県,甲賀市,甲賀市立土山中学校
051144,EL05238366302,戸田Ｂ,静岡県,沼津市, 
051145,EL05841228203,岩手川崎Ａ,岩手県,一関市,一関市立薄衣小学校
051146,EL05135130402,和歌山清水Ａ,和歌山県,有田川町,有田川町立清水保育園
051147,EL05131065601,徳山Ａ,山口県,周南市,周南市周南緑地公園（東５）
061148,EL05136558802,伊勢,三重県,伊勢市,伊勢市立倉田山中学校
061149,EL05136355501,南伊勢,三重県,南伊勢町,南伊勢町民グランド
061150,EL06340676102,壮瞥Ａ,北海道,壮瞥町,道の駅「そうべつサムズ」
061151,EL05132559201,東広島Ａ,広島県,東広島市,東広島市立志和中学校
071152,EL05033374301,安芸２,高知県,安芸市,畑山公民館
071153,EL05034502902,那賀,徳島県,那珂町,那賀町立北川小学校
071154,EL05035522401,みなべ,和歌山県,みなべ町,小目津公園
071155,EL05035379702,那智勝浦３,和歌山県,那智勝浦町,宇久井小学校
071156,EL05036508102,御浜,三重県,御浜町,寺谷総合公園
071157,EL05132427702,広島２Ａ,広島県,広島市,佐伯運動公園
071158,EL05536460104,志賀Ａ,石川県,志賀町,志賀町立志賀中学校
071159,EL05941003405,花巻Ａ,岩手県,花巻市,花巻市立西南中学校
071160,EL05237050702,浜松Ａ,静岡県,浜松市,本町公園
071161,EL05237031503,豊橋Ａ,静岡県,豊橋市,豊橋市立小沢小学校
071162,EL05739641203,新潟山北,新潟県,村上市,村上高等学校山北分校跡地
071163,EL05439722202,群馬利根Ａ,群馬県,沼田市,根利牧場
071164,EL05132629101,戸河内Ａ,広島県,安芸太田町,道の駅　来夢とごうち
081165,EL04932747702,宇和島３,愛媛県,宇和島市,三間町運動公園
081166,EL04933518702,四万十町,高知県,四万十町,興津崎灯台
081167,EL05334234902,温泉Ａ,兵庫県,新温泉町,健康公園
081168,EL04829669201,長崎Ａ,長崎県,長崎市,脇岬ふれあい公園
081169,EL04930071805,矢部Ａ,熊本県,山都町,中央グラウンド
081170,EL05235664102,京都左京１Ａ,京都府,京都市,京都市立花脊小学校・中学校敷地内
081171,EL05339550101,練馬Ａ,東京都,練馬区,しゃらのき児童遊園
081172,EL04933409803,高知佐賀Ａ,高知県,黒潮町,黒潮町立佐賀中学校
081173,EL06241610103,椴法華Ａ,北海道,函館市,函館市立椴法華中学校
091174,EL06040629303,西目屋Ａ,青森県,西目屋村,田代憩いの広場
091175,EL06140370902,平内Ａ,青森県,平内町,夜越山森林公園
091176,EL05640060401,福島川内Ａ,福島県,川内村,川内村コミュニティセンター
091177,EL06542070503,新得２Ａ,北海道,新得町,新得町立富村牛小中学校
091178,EL05138712705,御前崎Ａ,静岡県,御前崎市,おまえざき公園
091179,EL05740360001,仙台,宮城県,仙台市,仙台市天文台
091180,EL05334320601,岩美Ａ,鳥取県,岩美町,岩美町立岩美北小学校
101181,EL05540771902,楢葉Ａ,福島県,楢葉町,楢葉町公民館分館
101182,EL06445744003,根室１Ａ,北海道,根室市,根室市じん芥焼却場
101183,EL05239306701,伊東Ａ,静岡県,伊東市,伊東市立竹の台幼稚園
111184,EL05941478703,田老Ａ,岩手県,宮古市,宮古市立田老第一小学校
111185,EL05740273202,仙台太白,宮城県,仙台市,仙台市立四郎丸小学校
111186,EL05639518702,水原Ａ,新潟県,阿賀野市,阿賀野市水原野球場
11S070,EL05640376802,Ｓ南相馬Ａ,福島県,南相馬市,道の駅「南相馬」
92106,EL05239400601,宇佐美,静岡県,伊東市,宇佐美コミュニティセンタ－
92110,EL05440102601,つくば１,茨城県,つくば市,国土交通省国土地理院
93001,EL05439345302,佐野,栃木県,佐野市,佐野市立吾妻中学校
93002,EL05440311302,八郷,茨城県,石岡市,石岡市立芦穂小学校
93003,EL05439264402,三和,茨城県,古河市,三和町諸川コミュニティーパーク
93004,EL05440241301,鉾田,茨城県,鉾田市,鉾田市立諏訪小学校
93005,EL05439124702,江南,埼玉県,熊谷市,江南浄水場
93006,EL05440121702,出島,茨城県,かすみがうら市,かすみがうら市立北中学校
93007,EL05439150002,久喜,埼玉県,久喜市,埼玉県農林総合研究センター園芸研究所
93008,EL05439061302,庄和,埼玉県,春日部市,春日部市立富多小学校
93009,EL05340754202,茨城鹿嶋,茨城県,鹿嶋市,独立行政法人　情報通信研究機構　鹿島宇宙センター
93010,EL05340736201,桜川,茨城県,稲敷市,稲敷市立桜川中学校
93011,EL05339731701,川越,埼玉県,川越市,川越市立今成小学校
93012,EL05339772902,守谷,茨城県,守谷市,守谷市立けやき台中学校
93013,EL05339752201,大宮,埼玉県,さいたま市,さいたまスポーツクラブ
93014,EL05340614102,利根,茨城県,利根町,利根町立文小学校
93015,EL05340536202,大栄,千葉県,成田市,成田市立川上小学校
93016,EL05339563501,足立,東京都,足立区,一ツ家中央公園
93018,EL05340504101,白井,千葉県,白井市,白井市立大山口小学校
93019,EL05339435902,小金井,東京都,小金井市,独立行政法人　情報通信研究機構
93020,EL05340426501,富里,千葉県,富里市,富里市立向台幼稚園
93021,EL05340553102,干潟,千葉県,旭市,旭市万歳自然公園
93022,EL05340467601,銚子,千葉県,銚子市,銚子市立第三中学校
93023,EL05339471202,千葉市川,千葉県,市川市,南行徳公園
93024,EL05340337502,千葉松尾,千葉県,山武市,松尾運動公園
93025,EL05340215401,千葉緑,千葉県,千葉市,千葉県農林総合研究センター
93026,EL05339257303,神奈川川崎,神奈川県,川崎市,川崎市立玉川小学校
93027,EL05340223501,大網白里,千葉県,大網白里町,大網白里町立大網中学校
93028,EL05339232701,町田,東京都,町田市,町田市立南第一小学校
93029,EL05339127501,厚木,神奈川県,厚木市,荻野運動公園
93030,EL05340103402,市原１,千葉県,市原市,市原市立有秋西小学校
93031,EL05339009302,山北,神奈川県,山北町,山北町立三保中学校
93032,EL05339152202,横浜,神奈川県,横浜市,横浜市立北方小学校(校舎屋上・屋上塔屋内)
93033,EL05340120602,長生,千葉県,長生村,尼ヶ台総合公園
93034,EL05239739702,藤沢,神奈川県,藤沢市,藤沢市八部公園（鵠沼運動公園）
93035,EL05239726103,二宮,神奈川県,二宮町,第３遊園地(秋葉公園）
